,Dist,Year,Yield,Rain,N_TC,P_TC,K_TC,NPK_TC
116,907.0,1990.0,1.0,1023.0,1.0,1.0,1.0,1.0
117,907.0,1991.0,1.0,739.0,1.0,1.0,1.0,1.0
118,907.0,1992.0,1.0,570.0,-46102.0,-4621.0,-999.0,-51722.0
119,907.0,1993.0,1.0,880.0,-52799.0,-11341.0,-1329.0,-65469.0
120,907.0,1994.0,1.0,727.2,-41059.0,-6331.0,-2010.0,-49400.0
121,907.0,1995.0,1.0,894.9,-41059.0,-6331.0,-2010.0,-49400.0
122,907.0,1996.0,0.6666666666666667,926.6,230013.33333333334,27003.333333333336,4846.666666666667,261863.33333333334
123,907.0,1997.0,0.7931034482758622,1274.1,272306.8965517242,23793.103448275862,4234.48275862069,300334.4827586207
124,907.0,1998.0,0.7931034482758622,865.6,165258.6206896552,32651.724137931036,6186.206896551725,204096.55172413794
125,907.0,1999.0,0.9411764705882353,842.5,175294.11764705883,47352.94117647059,15882.35294117647,238529.41176470587
126,907.0,2000.0,1.625,915.0,718662.5,199825.0,24225.0,942712.5
127,907.0,2001.0,1.2352941176470587,823.8,305811.76470588235,43994.11764705882,12352.941176470587,362158.82352941175
128,907.0,2002.0,1.2,916.6,1039760.0,149580.0,42000.0,1231340.0
129,907.0,2003.0,1.3333333333333335,744.8,980466.6666666667,103650.0,24166.666666666668,1108283.3333333335
130,907.0,2004.0,1.5,818.9,851300.0,166633.33333333334,44633.333333333336,1062566.6666666667
131,907.0,2005.0,1.3333333333333333,932.9,368661.1111111111,86977.77777777778,29111.111111111113,484750.0
132,907.0,2006.0,1.380952380952381,1020.1,364085.7142857143,81166.66666666667,25285.714285714286,470538.09523809527
133,907.0,2007.0,1.352941176470588,1761.2,481117.6470588235,98676.47058823529,38423.529411764706,618217.6470588235
134,907.0,2008.0,1.4761904761904763,1667.0,390028.5714285714,102690.4761904762,47957.14285714286,540676.1904761905
135,907.0,2009.0,1.0,815.6,-72356.0,-21543.0,-11125.0,-105024.0
136,908.0,1966.0,0.5,602.0,32475.0,2500.0,3125.0,38100.0
137,908.0,1969.0,0.33333333333333337,1344.0,112266.66666666667,30900.0,15733.333333333334,158900.0
138,908.0,1973.0,0.3913043478260869,1153.0,14265.217391304348,3604.3478260869565,3534.782608695652,21404.347826086956
139,908.0,1976.0,0.5,1272.0,474250.0,52450.0,39000.0,565700.0
140,908.0,1990.0,1.0,1032.0,1.0,1.0,1.0,1.0
141,908.0,1991.0,1.0,859.0,1.0,1.0,1.0,1.0
142,908.0,1992.0,1.0,685.0,-23303.0,-4021.0,-1173.0,-28497.0
143,908.0,1993.0,1.0,1080.0,-38039.0,-8213.0,-2453.0,-48705.0
144,908.0,1994.0,1.0,621.3,-49432.0,-9063.0,-5142.0,-63637.0
145,908.0,1996.0,0.5633187772925764,903.0,20903.056768558952,4173.799126637555,1910.0436681222707,26986.899563318777
146,908.0,1997.0,0.9235294117647059,1117.4,16102.64705882353,2408.2352941176473,1059.4117647058824,19570.29411764706
147,908.0,1998.0,0.9235294117647059,1163.5,19983.235294117647,5057.058823529412,2553.2352941176473,27593.529411764706
148,908.0,1999.0,1.1867469879518073,1086.0,39156.6265060241,10481.927710843374,3614.4578313253014,53253.01204819277
149,908.0,2000.0,1.2016806722689075,1179.4,54696.638655462186,15468.067226890757,4411.764705882353,74576.4705882353
150,908.0,2001.0,1.2916666666666667,1220.5,42247.91666666667,7463.194444444444,5576.388888888889,55287.5
151,908.0,2002.0,1.3689320388349513,835.8,59065.04854368932,10433.980582524271,7796.116504854369,77295.14563106796
152,908.0,2003.0,1.4344262295081966,-1.0,54390.16393442623,3524.5901639344265,4340.983606557377,62255.737704918036
153,908.0,2004.0,1.4375,727.5,463106.25,61231.25,50906.25,575243.75
154,908.0,2005.0,1.4054054054054055,658.8,42353.51351351351,7885.945945945946,7936.756756756757,58176.21621621621
155,908.0,2006.0,1.419642857142857,592.5,73750.89285714286,20191.071428571428,12985.714285714284,106927.67857142857
156,908.0,2007.0,1.4215686274509802,1576.0,107629.41176470587,27207.843137254902,14147.05882352941,148984.31372549018
157,908.0,2008.0,1.4020618556701032,1525.1,99846.39175257733,31721.649484536083,24292.78350515464,155860.82474226804
158,908.0,2009.0,1.0,1219.2,-92324.0,-29685.0,-26936.0,-148945.0
159,909.0,1966.0,0.33333333333333337,654.0,11233.333333333334,1366.6666666666667,416.6666666666667,13016.666666666668
160,909.0,1973.0,0.3913043478260869,1128.0,5843.478260869565,752.1739130434783,710.8695652173913,7306.521739130434
161,909.0,1990.0,1.0,1081.0,1.0,1.0,1.0,1.0
162,909.0,1991.0,1.0,1043.0,1.0,1.0,1.0,1.0
163,909.0,1992.0,1.0,941.0,-25512.0,-6266.0,-1439.0,-33217.0
164,909.0,1993.0,1.0,1165.0,-27907.0,-6230.0,-357.0,-34494.0
165,909.0,1994.0,1.0,801.7,-27067.0,-5416.0,-3483.0,-35966.0
166,909.0,1995.0,1.0,1415.8,-27067.0,-5416.0,-3483.0,-35966.0
167,909.0,1996.0,0.5,986.9,1814950.0,406200.0,290200.0,2511350.0
168,909.0,1997.0,0.7894736842105263,1135.5,54752.63157894737,9131.578947368422,7250.0,71134.21052631579
169,909.0,1998.0,0.7894736842105263,1597.3,35076.31578947369,11822.368421052632,3740.7894736842104,50639.47368421053
170,909.0,1999.0,1.2857142857142858,1957.1,188095.2380952381,57619.04761904762,16190.47619047619,261904.76190476192
171,909.0,2000.0,1.4615384615384615,918.4,125069.23076923077,43850.0,7323.076923076923,176242.3076923077
172,909.0,2001.0,1.4,1022.8,57766.0,4460.0,6232.0,68458.0
173,909.0,2002.0,1.357142857142857,-1.0,68769.04761904762,5309.52380952381,7419.047619047619,81497.61904761905
174,909.0,2003.0,1.3823529411764703,-1.0,75538.23529411764,1435.2941176470588,879.4117647058823,77852.94117647059
175,909.0,2004.0,1.4651162790697674,1147.6,56225.58139534884,3269.767441860465,8765.116279069767,68260.46511627907
176,909.0,2005.0,1.4473684210526316,1192.0,12016.228070175439,3203.947368421053,3670.1754385964914,18890.350877192985
177,909.0,2006.0,1.3818181818181816,1305.7,72625.45454545454,15227.272727272726,11912.727272727272,99765.45454545454
178,909.0,2007.0,1.4,1499.5,98990.0,15382.0,11340.0,125712.0
179,909.0,2008.0,1.4166666666666667,1110.1,106564.58333333334,18287.5,17675.0,142527.08333333334
180,909.0,2009.0,1.0,1495.0,-46492.0,-10579.0,-8964.0,-66035.0
181,910.0,1968.0,0.0,1534.0,86700.0,22500.0,11000.0,120200.0
182,910.0,1969.0,1.0,1368.0,53066.66666666667,19566.666666666668,9066.666666666668,81700.0
183,910.0,1979.0,0.6888888888888889,1203.0,3502.222222222222,531.1111111111111,212.22222222222223,4245.555555555556
184,910.0,1990.0,1.0,1432.0,1.0,1.0,1.0,1.0
185,911.0,1966.0,0.39999999999999997,535.0,58140.0,6270.0,2400.0,66810.0
186,911.0,1969.0,0.33333333333333337,1012.0,477666.6666666667,211533.33333333334,35933.333333333336,725133.3333333334
187,911.0,1973.0,0.0,1032.0,796500.0,139300.0,65800.0,1001600.0
188,911.0,1976.0,1.0,1272.0,2683800.0,293100.0,148700.0,3125600.0
189,912.0,1966.0,0.2222222222222222,588.0,9188.888888888889,696.2962962962963,611.1111111111111,10496.296296296296
190,912.0,1969.0,0.5,1105.0,194125.0,44525.0,26850.0,265500.0
191,912.0,1973.0,1.0,1163.0,840000.0,170900.0,104700.0,1115600.0
192,912.0,1976.0,0.0,1272.0,1200800.0,137200.0,71900.0,1409900.0
193,912.0,1990.0,1.0,1503.0,1.0,1.0,1.0,1.0
194,912.0,1991.0,1.0,856.0,1.0,1.0,1.0,1.0
195,912.0,1992.0,1.0,677.0,-60379.0,-8142.0,-1520.0,-70041.0
196,912.0,1993.0,1.0,926.0,-66158.0,-21350.0,-727.0,-88235.0
197,912.0,1994.0,1.0,1020.8,-27179.0,-10211.0,-2817.0,-40207.0
198,912.0,1995.0,1.0,768.0,-27179.0,-10211.0,-2817.0,-40207.0
199,912.0,1996.0,0.96,742.1,252832.0,55784.0,8060.0,316676.0
200,912.0,1997.0,1.0,1176.1,426129.41176470584,70241.17647058822,9188.235294117647,505558.82352941175
201,912.0,1998.0,1.0,923.0,395723.5294117647,88288.23529411764,19070.588235294115,503082.35294117645
202,912.0,1999.0,1.558139534883721,923.0,189767.44186046513,42325.58139534884,18372.093023255813,250465.11627906977
203,912.0,2000.0,1.5384615384615385,836.2,316188.4615384615,50942.30769230769,4073.076923076923,371203.8461538461
204,912.0,2001.0,1.2105263157894737,968.0,407068.4210526316,41231.57894736842,6773.684210526316,455073.6842105263
205,912.0,2002.0,1.25,957.4,322262.5,32641.666666666668,5362.5,360266.6666666667
206,912.0,2003.0,1.3,1010.8,806080.0,81110.0,28760.0,915950.0
207,912.0,2004.0,1.3846153846153846,922.8,505000.0,18346.153846153844,6846.153846153846,530192.3076923076
208,912.0,2005.0,1.3636363636363635,568.5,668800.0,106745.45454545454,32163.636363636364,807709.0909090909
209,912.0,2006.0,1.3333333333333335,1116.4,733941.6666666667,121783.33333333334,29400.0,885125.0
210,912.0,2007.0,1.25,1037.4,606366.6666666667,106866.66666666667,27950.0,741183.3333333334
211,912.0,2008.0,1.4444444444444446,1109.9,1050722.2222222222,241922.22222222222,122155.55555555556,1414800.0
212,912.0,2009.0,1.0,786.6,-81135.0,-21331.0,-7089.0,-109555.0
213,913.0,1966.0,0.3166666666666667,682.0,823.3333333333334,195.0,76.66666666666667,1095.0
214,913.0,1990.0,1.0,2002.0,1.0,1.0,1.0,1.0
215,913.0,1991.0,1.0,1464.0,1.0,1.0,1.0,1.0
216,913.0,1992.0,1.0,859.0,-4938.0,-2075.0,-210.0,-7223.0
217,913.0,1993.0,1.0,1103.0,-5807.0,-1232.0,-119.0,-7158.0
218,914.0,1969.0,0.33333333333333337,1163.0,3066.666666666667,1533.3333333333335,666.6666666666667,5266.666666666667
219,914.0,1972.0,0.5,1144.0,12950.0,3200.0,1800.0,17950.0
220,914.0,1979.0,0.18181818181818182,861.0,145.45454545454547,32.231404958677686,12.396694214876034,190.0826446280992
221,914.0,1990.0,1.0,1329.0,1.0,1.0,1.0,1.0
222,914.0,1991.0,1.0,1292.0,1.0,1.0,1.0,1.0
223,914.0,1992.0,1.0,1241.0,-666.0,-391.0,-347.0,-1404.0
224,914.0,1993.0,1.0,1515.0,-686.0,-1113.0,-326.0,-2125.0
225,915.0,1969.0,0.5,932.0,2733.3333333333335,900.0,250.0,3883.3333333333335
226,915.0,1972.0,0.0,1068.0,46900.0,13600.0,5800.0,66300.0
227,915.0,1979.0,0.23966942148760328,673.0,595.0413223140496,141.3223140495868,52.892561983471076,789.2561983471074
228,915.0,1990.0,1.0,1463.0,1.0,1.0,1.0,1.0
229,915.0,1991.0,1.0,1112.0,1.0,1.0,1.0,1.0
230,915.0,1992.0,1.0,658.0,-4462.0,-1501.0,-137.0,-6100.0
231,915.0,1993.0,1.0,1065.0,-2701.0,-787.0,-101.0,-3589.0
232,916.0,1969.0,0.5,1271.0,61800.0,37150.0,19200.0,118150.0
233,916.0,1972.0,0.0,1292.0,221700.0,77300.0,48500.0,347500.0
234,916.0,1979.0,0.48760330578512395,910.0,2755.3719008264466,1362.809917355372,371.07438016528926,4489.256198347108
235,916.0,1990.0,1.0,1358.0,1.0,1.0,1.0,1.0
236,916.0,1991.0,1.0,1235.0,1.0,1.0,1.0,1.0
237,916.0,1992.0,1.0,907.0,-8340.0,-6087.0,-820.0,-15247.0
238,916.0,1993.0,1.0,1124.0,-11057.0,-3292.0,-255.0,-14604.0
239,917.0,1969.0,0.40366972477064217,1128.0,252.29357798165137,173.39449541284404,25.68807339449541,451.3761467889908
240,917.0,1976.0,0.5,1272.0,26900.0,10200.0,4450.0,41550.0
241,917.0,1979.0,0.6642857142857144,928.0,480.00000000000006,242.85714285714286,91.42857142857143,814.2857142857143
242,917.0,1990.0,1.0,1405.0,1.0,1.0,1.0,1.0
243,917.0,1991.0,1.0,1096.0,1.0,1.0,1.0,1.0
244,917.0,1992.0,1.0,1029.0,-1892.0,-1500.0,-183.0,-3575.0
245,917.0,1993.0,1.0,1238.0,-2595.0,-173.0,-254.0,-3022.0
